id|tags.service|tags.application|tags.component|tags.environment_name
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/AzureBackupRG_uksouth_1|FixNGo|Management||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/AzureBackupRG_ukwest_1|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/azureconsupmtion|NOMIS|NOMIS||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/book-a-secure-move-preprod|Misc|BookASecureMove||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/book-a-secure-move-production|Misc|BookASecureMove||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Default-ActivityLogAlerts|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DefaultResourceGroup-SUK|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-OASys|OASys|OASys||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS|NOMIS|NOMIS||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DR-Prison-NOMIS-Restores|NOMIS|NOMIS||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dso-automation-sendgrid|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dso-certs|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/dso-terraform-state|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/DsoPackerImages|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/hmpps-dso-artifacts|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/hmpps-network-tooling|FixNGo|Management||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/hmpps-preprod-ukwest-appgw-rg|FixNGo|Transit||preprod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/hmpps-prod-uksouth-appgw-rg|FixNGo|Transit||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/hmpps-prod-ukwest-appgw-rg|FixNGo|Transit||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/LS-Prison-NOMIS|NOMIS|NOMIS||lsast
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/LS-PRISON-NOMIS-TRAINING|NOMIS|NOMIS||lsast
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/network-mojo-aws-tgw|FixNGo|Transit||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NOMS-Live|FixNGo|Network||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NOMS-Live-DR|FixNGo|Network||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NOMS-Mgmt-Live|FixNGo|Network||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NOMS-Mgmt-Live-DR|FixNGo|Network||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NOMS-Routes|FixNGo|Network||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NOMS-Transit-Live|FixNGo|Network||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NOMS-Transit-Live-DR|FixNGo|Network||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-LS-PrisonNOMIS|NOMIS|NOMIS||lsast
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-NOMS-Live|FixNGo|Network||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-NOMS-Live-DR-Core|FixNGo|Network||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-NOMS-Mgmt-Live|FixNGo|Network||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-NOMS-Mgmt-Live-DR|FixNGo|Network||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-NOMS-Transit-Live|FixNGo|Transit||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-NOMS-Transit-Live-DR|FixNGo|Network||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PD-CAFM|CAFM|CAFM||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PD-CSR|CSR|CSR||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PD-DR-CSR|CSR|CSR||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PD-DR-OASys|OASys|OASys||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PD-DR-Prison-NOMIS|NOMIS|NOMIS||DR
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PD-NonCore|NonCore|NonCore||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PD-OASys|OASys|OASys||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PD-PrisonNOMIS|NOMIS|NOMIS||prod
/subscriptions/1d95dcda-65b2-4273-81df-eb979c6b547b/resourceGroups/Network-NSG-PP-CAFM|CAFM|CAFM||preprod
